bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
b3463	Cell division ATP-binding protein FtsE OS=Escherichia coli (strain K12) GN=ftsE PE=1 SV=1	ftsE	7	311.74	24405.87198	b3463	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
b3464	Cell division protein ftsY OS=Escherichia coli (strain K12) GN=ftsY PE=1 SV=1	ftsY	13	856.81	54461.90734	b3464	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3465	Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain K12) GN=rsmD PE=1 SV=1	rsmD	2	58.23	21646.153830000003	b3465	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3467	Uncharacterized protein yhhM OS=Escherichia coli (strain K12) GN=yhhM PE=4 SV=1	yhhM	2	112.27	13470.028680000001	b3467	-		
b3469	Lead, cadmium, zinc and mercury-transporting ATPase OS=Escherichia coli (strain K12) GN=zntA PE=1 SV=1	zntA	5	266.38	76773.84377	b3469	P	Inorganic ion transport and metabolism	METABOLISM
b3470	Sulfurtransferase tusA OS=Escherichia coli (strain K12) GN=tusA PE=1 SV=1	tusA	1	125.85	9070.52356		-		
b3472	Protein dcrB OS=Escherichia coli (strain K12) GN=dcrB PE=1 SV=1	dcrB	13	747.93	19757.12484	b3472	-		
b3476	Nickel-binding periplasmic protein OS=Escherichia coli (strain K12) GN=nikA PE=1 SV=1	nikA	2	45.85	58664.18196	b3476	E	Amino acid transport and metabolism	METABOLISM
b3478	Nickel transport system permease protein nikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1	nikC	1	38.48	30324.074930000002	b3478	EP	Amino acid transport and metabolism	METABOLISM
b3481	Nickel-responsive regulator OS=Escherichia coli (strain K12) GN=nikR PE=1 SV=1	nikR	4	422.5	15066.51645	b3481	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3487	Uncharacterized protein yhiI OS=Escherichia coli (strain K12) GN=yhiI PE=4 SV=1	yhiI	9	531.68	38786.71563	b3487	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
b3492	Uncharacterized protein yhiN OS=Escherichia coli (strain K12) GN=yhiN PE=4 SV=3	yhiN	4	169.61	43695.37296	b3492	R	General function prediction only	POORLY CHARACTERIZED
b3493	Low-affinity inorganic phosphate transporter 1 OS=Escherichia coli (strain K12) GN=pitA PE=1 SV=1	pitA	6	348.83	53336.39574	b3493	P	Inorganic ion transport and metabolism	METABOLISM
b3495	Universal stress protein A OS=Escherichia coli (strain K12) GN=uspA PE=1 SV=2	uspA	10	859.56	16038.13696	b3495	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3497	UPF0341 protein yhiQ OS=Escherichia coli (strain K12) GN=yhiQ PE=1 SV=1	rsmJ	1	37.93	26914.247219999997	b3497	-		
b3498	Oligopeptidase A OS=Escherichia coli (strain K12) GN=prlC PE=3 SV=3	prlC	29	1525.67	77100.625	b3498	E	Amino acid transport and metabolism	METABOLISM
b3499	Uncharacterized protein yhiR OS=Escherichia coli (strain K12) GN=yhiR PE=1 SV=1	rlmJ	7	362.16	31903.75488	b3499	R	General function prediction only	POORLY CHARACTERIZED
b3500	Glutathione reductase OS=Escherichia coli (strain K12) GN=gor PE=1 SV=1	gor	19	1191.0	48723.63153	b3500	C	Energy production and conversion	METABOLISM
b3503	Arsenate reductase OS=Escherichia coli (strain K12) GN=arsC PE=3 SV=1	arsC	1	49.14	15825.29134	b3503	P	Inorganic ion transport and metabolism	METABOLISM
b3506	Outer membrane protein slp OS=Escherichia coli (strain K12) GN=slp PE=1 SV=1	slp	6	365.71	20932.718530000002	b3506	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3509	Protein hdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1	hdeB	4	131.11	12016.988659999999	b3509	-		
b3510	Chaperone-like protein hdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1	hdeA	2	133.99	11832.1397	b3510	-		
b3511	Protein hdeD OS=Escherichia coli (strain K12) GN=hdeD PE=1 SV=1	hdeD	3	92.66	20871.55879	b3511	S	Function unknown	POORLY CHARACTERIZED
b3513	Multidrug resistance protein mdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1	mdtE	11	726.93	41147.45053	b3513	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3514	Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1	mdtF	1	68.45	111427.8252	b3514	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
b3517	Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1	gadA	2	1246.47	52633.13916	b3517	E	Amino acid transport and metabolism	METABOLISM
b3519	Cytoplasmic trehalase OS=Escherichia coli (strain K12) GN=treF PE=1 SV=1	treF	3	103.5	63638.4964	b3519	G	Carbohydrate transport and metabolism	METABOLISM
b3522	Inner membrane protein yhjD OS=Escherichia coli (strain K12) GN=yhjD PE=1 SV=1	yhjD	2	99.44	37869.22146	b3522	S	Function unknown	POORLY CHARACTERIZED
b3523	Inner membrane metabolite transport protein yhjE OS=Escherichia coli (strain K12) GN=yhjE PE=1 SV=1	yhjE	5	442.67	47159.43524	b3523	G	Carbohydrate transport and metabolism	METABOLISM
b3524	Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3	yhjG	6	259.98	74393.2067	b3524	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3526	2-dehydro-3-deoxygluconokinase OS=Escherichia coli (strain K12) GN=kdgK PE=3 SV=1	kdgK	6	437.31	33923.044089999996	b3526	G	Carbohydrate transport and metabolism	METABOLISM
b3527	Protein yhjJ OS=Escherichia coli (strain K12) GN=yhjJ PE=1 SV=1	yhjJ	6	433.06	55474.620010000006	b3527	R	General function prediction only	POORLY CHARACTERIZED
b3528	Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) GN=dctA PE=1 SV=1	dctA	5	231.11	45388.7442	b3528	C	Energy production and conversion	METABOLISM
b3529	Protein YhjK OS=Escherichia coli (strain K12) GN=yhjK PE=1 SV=3	yhjK	2	66.32	74315.39691	b3529	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3538	Uncharacterized protein yhjU OS=Escherichia coli (strain K12) GN=yhjU PE=4 SV=1	bcsG	2	85.76	61974.430420000004	b3538	-		
b3540	Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) GN=dppF PE=3 SV=1	dppF	11	485.78	37518.44931	b3540	E	Amino acid transport and metabolism	METABOLISM
b3541	Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1	dppD	11	562.55	35803.4273	b3541	EP	Amino acid transport and metabolism	METABOLISM
b3542	Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1	dppC	1	122.63	32269.29171	b3542	EP	Amino acid transport and metabolism	METABOLISM
b3543	Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1	dppB	1	55.0	37454.16911	b3543	EP	Amino acid transport and metabolism	METABOLISM
b3544	Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) GN=dppA PE=1 SV=1	dppA	40	2246.78	60237.23952	b3544	E	Amino acid transport and metabolism	METABOLISM
b3546	Phosphoethanolamine transferase eptB OS=Escherichia coli (strain K12) GN=eptB PE=1 SV=3	eptB	2	88.37	63745.52059	b3546	R	General function prediction only	POORLY CHARACTERIZED
b3551	Biotin sulfoxide reductase OS=Escherichia coli (strain K12) GN=bisC PE=3 SV=3	bisC	5	262.53	85778.27471	b3551	C	Energy production and conversion	METABOLISM
b3552	Inner membrane lipoprotein yiaD OS=Escherichia coli (strain K12) GN=yiaD PE=1 SV=2	yiaD	6	520.41	22165.52748	b3552	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3553	Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3	ghrB	15	627.56	35355.05266	b3553	CHR	Energy production and conversion	METABOLISM
b3554	Uncharacterized protein yiaF OS=Escherichia coli (strain K12) GN=yiaF PE=4 SV=2	yiaF	7	345.63	25628.95569	b3554	-		
b3555	Uncharacterized HTH-type transcriptional regulator yiaG OS=Escherichia coli (strain K12) GN=yiaG PE=4 SV=1	yiaG	2	74.39	11007.7774	b3555	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3556	Cold shock protein CspA OS=Escherichia coli (strain K12) GN=cspA PE=1 SV=2	cspA	3	212.28	7380.6174900000005	b3556	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3559	Glycyl-tRNA synthetase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4	glyS	47	3352.04	76746.96578	b3559	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3560	Glycyl-tRNA synthetase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2	glyQ	9	680.57	34734.16	b3560	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3564	Xylulose kinase OS=Escherichia coli (strain K12) GN=xylB PE=1 SV=1	xylB	9	615.97	52566.57799	b3564	G	Carbohydrate transport and metabolism	METABOLISM
b3565	Xylose isomerase OS=Escherichia coli (strain K12) GN=xylA PE=3 SV=1	xylA	21	1227.4	49692.50395	b3565	G	Carbohydrate transport and metabolism	METABOLISM
b3566	D-xylose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=xylF PE=1 SV=1	xylF	9	566.21	35693.7284	b3566	G	Carbohydrate transport and metabolism	METABOLISM
b3567	Xylose import ATP-binding protein XylG OS=Escherichia coli (strain K12) GN=xylG PE=1 SV=1	xylG	4	168.94	56416.740999999995	b3567	G	Carbohydrate transport and metabolism	METABOLISM
b3568	Xylose transport system permease protein xylH OS=Escherichia coli (strain K12) GN=xylH PE=1 SV=1	xylH	2	127.25	40986.02687	b3568	G	Carbohydrate transport and metabolism	METABOLISM
b3569	Xylose operon regulatory protein OS=Escherichia coli (strain K12) GN=xylR PE=4 SV=1	xylR	2	78.79	44823.08056	b3569	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3571	Alpha-amylase OS=Escherichia coli (strain K12) GN=malS PE=1 SV=1	malS	6	223.84	75646.94856	b3571	G	Carbohydrate transport and metabolism	METABOLISM
b3572	Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3	avtA	12	614.64	46662.968219999995	b3572	E	Amino acid transport and metabolism	METABOLISM
b3574	HTH-type transcriptional regulator yiaJ OS=Escherichia coli (strain K12) GN=yiaJ PE=1 SV=1	yiaJ	2	92.26	31028.83427	b3574	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3579	2,3-diketo-L-gulonate-binding periplasmic protein yiaO OS=Escherichia coli (strain K12) GN=yiaO PE=1 SV=1	yiaO	7	291.93	35929.55891	b3579	G	Carbohydrate transport and metabolism	METABOLISM
b3581	3-keto-L-gulonate-6-phosphate decarboxylase sgbH OS=Escherichia coli (strain K12) GN=sgbH PE=1 SV=1	sgbH	1	109.1	23412.03271	b3581	G	Carbohydrate transport and metabolism	METABOLISM
b3588	Aldehyde dehydrogenase B OS=Escherichia coli (strain K12) GN=aldB PE=1 SV=2	aldB	30	1607.71	56252.479060000005	b3588	C	Energy production and conversion	METABOLISM
b3590	Selenocysteine-specific elongation factor OS=Escherichia coli (strain K12) GN=selB PE=1 SV=3	selB	12	717.82	68806.64349	b3590	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3591	L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1	selA	11	684.16	50557.49581	b3591	E	Amino acid transport and metabolism	METABOLISM
b3592	Uncharacterized GST-like protein yibF OS=Escherichia coli (strain K12) GN=yibF PE=1 SV=1	yibF	6	370.5	22512.805659999998	b3592	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3594	Protein yibA OS=Escherichia coli (strain K12) GN=yibA PE=1 SV=1	yibA	5	157.05	31835.55097	b3594	C	Energy production and conversion	METABOLISM
b3599	PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1	mtlA	19	1307.28	67910.6114	b3599	G	Carbohydrate transport and metabolism	METABOLISM
b3600	Mannitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=mtlD PE=1 SV=3	mtlD	15	915.0	41095.47588	b3600	G	Carbohydrate transport and metabolism	METABOLISM
b3602	Uncharacterized protein yibL OS=Escherichia coli (strain K12) GN=yibL PE=1 SV=1	yibL	5	176.85	13669.274630000002	b3602	-		
b3604	Putative L-lactate dehydrogenase operon regulatory protein OS=Escherichia coli (strain K12) GN=lldR PE=2 SV=1	lldR	4	148.17	29129.870639999997	b3604	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3605	L-lactate dehydrogenase [cytochrome] OS=Escherichia coli (strain K12) GN=lldD PE=1 SV=1	lldD	9	551.7	42682.9454	b3605	C	Energy production and conversion	METABOLISM
b3606	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL OS=Escherichia coli (strain K12) GN=trmL PE=1 SV=1	trmL	1	70.44	17697.0057	b3606	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3607	Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1	cysE	6	277.21	29280.00172	b3607	E	Amino acid transport and metabolism	METABOLISM
b3608	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1	gpsA	6	334.41	36320.64479	b3608	C	Energy production and conversion	METABOLISM
b3609	Protein-export protein SecB OS=Escherichia coli (strain K12) GN=secB PE=1 SV=1	secB	7	692.23	17248.23475	b3609	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3610	Glutaredoxin-3 OS=Escherichia coli (strain K12) GN=grxC PE=1 SV=2	grxC	5	267.67	9113.62373	b3610	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3611	Uncharacterized protein yibN OS=Escherichia coli (strain K12) GN=yibN PE=1 SV=1	yibN	7	401.32	15568.471780000002	b3611	P	Inorganic ion transport and metabolism	METABOLISM
b3612	2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Escherichia coli (strain K12) GN=gpmI PE=1 SV=1	gpmI	22	1532.01	56140.284060000005		-		
b3613	Uncharacterized protein yibP OS=Escherichia coli (strain K12) GN=yibP PE=4 SV=2	envC	6	297.87	46548.42826	b3613	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
b3614	Uncharacterized protein yibQ OS=Escherichia coli (strain K12) GN=yibQ PE=4 SV=2	yibQ	9	490.55	35312.38878	b3614	S	Function unknown	POORLY CHARACTERIZED
b3616	L-threonine 3-dehydrogenase OS=Escherichia coli (strain K12) GN=tdh PE=1 SV=1	tdh	8	455.57	37196.83116	b3616	ER	Amino acid transport and metabolism	METABOLISM
b3617	2-amino-3-ketobutyrate coenzyme A ligase OS=Escherichia coli (strain K12) GN=kbl PE=1 SV=1	kbl	18	1099.45	43071.728189999994	b3617	H	Coenzyme transport and metabolism	METABOLISM
b3619	ADP-L-glycero-D-manno-heptose-6-epimerase OS=Escherichia coli (strain K12) GN=hldD PE=1 SV=1	hldD	19	1131.92	34853.12923		-		
b3620	ADP-heptose--LPS heptosyltransferase 2 OS=Escherichia coli (strain K12) GN=rfaF PE=1 SV=1	rfaF	12	815.31	38999.06083	b3620	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3621	Lipopolysaccharide heptosyltransferase 1 OS=Escherichia coli (strain K12) GN=rfaC PE=1 SV=1	rfaC	5	186.81	35503.6634	b3621	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3622	O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2	rfaL	1	27.63	46829.57412	b3622	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3623	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) GN=waaU PE=4 SV=2	waaU	1	45.1	41684.92104	b3623	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3625	Lipopolysaccharide core heptose(II) kinase rfaY OS=Escherichia coli (strain K12) GN=rfaY PE=3 SV=2	rfaY	2	32.62	27425.62615	b3625	R	General function prediction only	POORLY CHARACTERIZED
b3631	Lipopolysaccharide core biosynthesis protein rfaG OS=Escherichia coli (strain K12) GN=rfaG PE=1 SV=1	rfaG	8	301.05	42239.463110000004	b3631	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3633	3-deoxy-D-manno-octulosonic-acid transferase OS=Escherichia coli (strain K12) GN=waaA PE=3 SV=1	waaA	3	114.5	47243.52646	b3633	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3634	Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) GN=coaD PE=1 SV=1	coaD	2	69.78	17807.10425	b3634	H	Coenzyme transport and metabolism	METABOLISM
b3635	Formamidopyrimidine-DNA glycosylase OS=Escherichia coli (strain K12) GN=mutM PE=1 SV=3	mutM	1	84.13	30252.88552	b3635	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3636	50S ribosomal protein L33 OS=Escherichia coli (strain K12) GN=rpmG PE=1 SV=2	rpmG	4	324.7	6349.6092	b3636	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3637	50S ribosomal protein L28 OS=Escherichia coli (strain K12) GN=rpmB PE=1 SV=2	rpmB	8	424.16	8982.86292	b3637	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3639	Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) GN=coaBC PE=1 SV=2	coaB	13	800.3	43392.670210000004		-		
b3640	Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Escherichia coli (strain K12) GN=dut PE=1 SV=1	dut	3	235.38	16127.241390000001	b3640	F	Nucleotide transport and metabolism	METABOLISM
b3641	HTH-type protein slmA OS=Escherichia coli (strain K12) GN=slmA PE=1 SV=1	slmA	3	135.03	22804.05574	b3641	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3642	Orotate phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=pyrE PE=1 SV=2	pyrE	3	96.67	23534.17999	b3642	F	Nucleotide transport and metabolism	METABOLISM
b3643	Inactive ribonuclease PH OS=Escherichia coli (strain K12) GN=rph PE=3 SV=1	rph	2	126.53	24391.49325	b3643	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3644	UPF0701 protein yicC OS=Escherichia coli (strain K12) GN=yicC PE=1 SV=2	yicC	13	681.74	33136.27252	b3644	S	Function unknown	POORLY CHARACTERIZED
b3645	DNA-damage-inducible protein D OS=Escherichia coli (strain K12) GN=dinD PE=4 SV=1	dinD	2	60.26	31041.03114	b3645	-		
b3648	Guanylate kinase OS=Escherichia coli (strain K12) GN=gmk PE=1 SV=1	gmk	6	394.25	23560.01565	b3648	F	Nucleotide transport and metabolism	METABOLISM
b3649	DNA-directed RNA polymerase subunit omega OS=Escherichia coli (strain K12) GN=rpoZ PE=1 SV=1	rpoZ	8	764.9	10212.37872	b3649	K	Transcription	INFORMATION STORAGE AND PROCESSING
b3650	Bifunctional (p)ppGpp synthase/hydrolase SpoT OS=Escherichia coli (strain K12) GN=spoT PE=1 SV=1	spoT	7	368.47	79274.2376	b3650	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3651	tRNA guanosine-2'-O-methyltransferase OS=Escherichia coli (strain K12) GN=trmH PE=1 SV=1	trmH	4	86.05	25308.749490000002	b3651	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3652	ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1	recG	1	71.25	76364.17226	b3652	LK	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3655	Uncharacterized protein yicH OS=Escherichia coli (strain K12) GN=yicH PE=4 SV=2	yicH	4	266.43	62216.07131	b3655	-		
b3656	Alpha-xylosidase OS=Escherichia coli (strain K12) GN=yicI PE=1 SV=2	yicI	3	189.2	88005.11907	b3656	G	Carbohydrate transport and metabolism	METABOLISM
b3661	Lipoprotein 28 OS=Escherichia coli (strain K12) GN=nlpA PE=1 SV=1	nlpA	10	679.98	29387.44815	b3661	P	Inorganic ion transport and metabolism	METABOLISM
b3665	Adenine deaminase OS=Escherichia coli (strain K12) GN=ade PE=1 SV=2	ade	3	198.48	63681.132470000004	b3665	F	Nucleotide transport and metabolism	METABOLISM
b3666	Hexose phosphate transport protein OS=Escherichia coli (strain K12) GN=uhpT PE=1 SV=1	uhpT	1	124.11	50555.450999999994	b3666	G	Carbohydrate transport and metabolism	METABOLISM
b3669	Transcriptional regulatory protein uhpA OS=Escherichia coli (strain K12) GN=uhpA PE=1 SV=1	uhpA	2	230.32	20857.9082	b3669	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b3670	Acetolactate synthase isozyme 1 small subunit OS=Escherichia coli (strain K12) GN=ilvN PE=1 SV=1	ilvN	10	670.52	11080.607329999999	b3670	E	Amino acid transport and metabolism	METABOLISM
b3671	Acetolactate synthase isozyme 1 large subunit OS=Escherichia coli (strain K12) GN=ilvB PE=1 SV=1	ilvB	22	1367.73	60383.77314	b3671	EH	Amino acid transport and metabolism	METABOLISM
b3685	Putative transport protein YidE OS=Escherichia coli (strain K12) GN=yidE PE=3 SV=1	yidE	1	75.23	58883.017420000004	b3685	R	General function prediction only	POORLY CHARACTERIZED
b3686	Small heat shock protein ibpB OS=Escherichia coli (strain K12) GN=ibpB PE=1 SV=1	ibpB	4	161.5	16065.15753	b3686	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3687	Small heat shock protein ibpA OS=Escherichia coli (strain K12) GN=ibpA PE=1 SV=1	ibpA	5	284.87	15746.08541	b3687	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b3688	Uncharacterized protein yidQ OS=Escherichia coli (strain K12) GN=yidQ PE=4 SV=1	yidQ	3	136.26	11799.78067	b3688	R	General function prediction only	POORLY CHARACTERIZED
b3689	Uncharacterized protein YidR OS=Escherichia coli (strain K12) GN=yidR PE=4 SV=4	yidR	5	216.13	46139.8176	b3689	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3693	2-dehydro-3-deoxygalactonokinase OS=Escherichia coli (strain K12) GN=dgoK PE=4 SV=1	dgoK	2	70.6	31335.68041	b3693	G	Carbohydrate transport and metabolism	METABOLISM
b3697	Phosphatase YidA OS=Escherichia coli (strain K12) GN=yidA PE=1 SV=1	yidA	9	394.61	29684.23219	b3697	R	General function prediction only	POORLY CHARACTERIZED
b3698	Uncharacterized protein yidB OS=Escherichia coli (strain K12) GN=yidB PE=4 SV=1	yidB	3	147.44	13760.1239	b3698	S	Function unknown	POORLY CHARACTERIZED
b3699	DNA gyrase subunit B OS=Escherichia coli (strain K12) GN=gyrB PE=1 SV=2	gyrB	32	2076.1	89875.87852	b3699	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3700	DNA replication and repair protein recF OS=Escherichia coli (strain K12) GN=recF PE=1 SV=2	recF	2	141.59	40470.76023	b3700	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3701	DNA polymerase III subunit beta OS=Escherichia coli (strain K12) GN=dnaN PE=1 SV=1	dnaN	7	366.17	40542.71128	b3701	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3702	Chromosomal replication initiator protein dnaA OS=Escherichia coli (strain K12) GN=dnaA PE=1 SV=2	dnaA	7	308.11	52500.23299	b3702	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b3703	50S ribosomal protein L34 OS=Escherichia coli (strain K12) GN=rpmH PE=1 SV=1	rpmH	2	67.22	5359.065970000001	b3703	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3704	Ribonuclease P protein component OS=Escherichia coli (strain K12) GN=rnpA PE=3 SV=1	rnpA	2	125.88	13762.650969999999	b3704	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b3705	Inner membrane protein oxaA OS=Escherichia coli (strain K12) GN=oxaA PE=1 SV=2	yidC	10	523.71	61468.375810000005	b3705	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b3706	tRNA modification GTPase mnmE OS=Escherichia coli (strain K12) GN=mnmE PE=1 SV=3	mnmE	12	843.89	49182.62977	b3706	R	General function prediction only	POORLY CHARACTERIZED
b3708	Tryptophanase OS=Escherichia coli (strain K12) GN=tnaA PE=1 SV=1	tnaA	31	1872.16	52721.57894	b3708	E	Amino acid transport and metabolism	METABOLISM
b3709	Low affinity tryptophan permease OS=Escherichia coli (strain K12) GN=tnaB PE=1 SV=1	tnaB	2	117.68	45163.0612	b3709	E	Amino acid transport and metabolism	METABOLISM
b3713	Uncharacterized protein yieF OS=Escherichia coli (strain K12) GN=yieF PE=3 SV=1	yieF	9	459.37	20344.58726	b3713	R	General function prediction only	POORLY CHARACTERIZED
b3714	Probable adenine permease PurP OS=Escherichia coli (strain K12) GN=purP PE=1 SV=2	adeP	3	261.74	46816.920739999994	b3714	R	General function prediction only	POORLY CHARACTERIZED
b3715	Phosphatase YieH OS=Escherichia coli (strain K12) GN=yieH PE=3 SV=1	yieH	3	62.65	24630.19975	b3715	R	General function prediction only	POORLY CHARACTERIZED
b3724	Phosphate transport system protein phoU OS=Escherichia coli (strain K12) GN=phoU PE=1 SV=1	phoU	11	647.52	27381.7359	b3724	P	Inorganic ion transport and metabolism	METABOLISM
b3725	Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2	pstB	5	284.7	28990.77068	b3725	P	Inorganic ion transport and metabolism	METABOLISM
b3728	Phosphate-binding protein pstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1	pstS	10	596.96	36983.0841	b3728	P	Inorganic ion transport and metabolism	METABOLISM
b3729	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) GN=glmS PE=1 SV=4	glmS	29	2457.09	66834.61906	b3729	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3730	Bifunctional protein glmU OS=Escherichia coli (strain K12) GN=glmU PE=1 SV=1	glmU	16	763.66	49141.57527	b3730	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b3731	ATP synthase epsilon chain OS=Escherichia coli (strain K12) GN=atpC PE=1 SV=2	atpC	9	754.25	15040.73788	b3731	C	Energy production and conversion	METABOLISM
b3732	ATP synthase subunit beta OS=Escherichia coli (strain K12) GN=atpD PE=1 SV=2	atpD	38	2757.77	50275.81931	b3732	C	Energy production and conversion	METABOLISM
